mz	time	Subject1TP0	Subject1TP1	Subject1TP2	Subject1TP3	Subject2TP0	Subject2TP1	Subject2TP2	Subject2TP3	Subject3TP0	Subject3TP1	Subject3TP2	Subject3TP3	Subject4TP0	Subject4TP1	Subject4TP2	Subject4TP3	Subject5TP0	Subject5TP1	Subject5TP2	Subject5TP3	Subject6TP0	Subject6TP1	Subject6TP2	Subject6TP3	Subject7TP0	Subject7TP1	Subject7TP2	Subject7TP3	Subject8TP0	Subject8TP1	Subject8TP2	Subject8TP3	Subject9TP0	Subject9TP1	Subject9TP2	Subject9TP3	Subject10TP0	Subject10TP1	Subject10TP2	Subject10TP3	Subject11TP0	Subject11TP1	Subject11TP2	Subject11TP3	Subject12TP0	Subject12TP1	Subject12TP2	Subject12TP3	Subject13TP0	Subject13TP1	Subject13TP2	Subject13TP3	Subject14TP0	Subject14TP1	Subject14TP2	Subject14TP3	Subject15TP0	Subject15TP1	Subject15TP2	Subject15TP3	Subject16TP0	Subject16TP1	Subject16TP2	Subject16TP3	Subject17TP0	Subject17TP1	Subject17TP2	Subject17TP3	Subject18TP0	Subject18TP1	Subject18TP2	Subject18TP3
169.04828	128.94	37.56	103.96	104.53	97.64	58.49	94.29	116.01	82.17	103.64	73.57	266.45	97.43	115.46	85.26	247.56	105.37	86.54	66.16	225.35	94.56	73.89	88.42	224.25	95.4	91.39	107.47	240.99	73.49	84.55	101.21	198.29	80.39	86.97	87.63	201.1	63.4	105.91	77.41	33.37	223.86	114.16	102.6	32.14	215.27	96.79	90.86	53.95	218.86	109.27	107.76	53.96	216.67	121.42	81.38	40.06	226.37	103.3	97.37	56.7	204.63	148.6	97.32	49.9	180.45	138.28	77.03	68.29	180.16	113.76	78.18	72.86	189.82
159.05159	113.14	0	38.21	61.35	0	0	23.69	115.61	22.09	29.87	23.46	139.01	0	34.2	25.85	147.44	0	0	30.45	188.84	0	30.54	44.85	152.98	0	96.36	42.23	123.31	0	116.21	51.56	93.42	0	109.73	30.58	100.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245.07701	108.17	438.76	828.25	1316.66	917.66	650.41	855.25	1302.05	894.92	902.49	732.41	2242.83	1051.88	865.43	768.35	2122.48	1055.77	781.78	920.44	2327.93	947.69	800.49	896.32	2283.85	971.21	864.02	1022.4	1891.51	842.98	853.17	940.52	1895.51	836.46	905.85	981.41	1962.67	825.55	875.84	780.59	359.45	2078.74	856.36	843.82	385.35	1937.28	1194.39	963.54	384.72	1889.77	1118.8	955.61	362.1	1827.83	1151.94	1001.65	372.03	1856.96	1110.92	831.95	572.72	2170.22	1148.7	845.5	568.49	2112.88	1263.96	666.19	696.82	1599.89	1278.26	678.89	694.55	1658.66
190.08619	103.46	110.04	180.21	302.62	224.79	159.62	195.19	307.53	231.14	243.29	197.86	520.66	241.52	228.27	186.04	494.83	240.07	212.88	219.9	509.69	238.77	177.69	220.12	532.2	252.17	183.23	213.8	402.07	211.32	183.35	223.35	424.04	195.22	172.09	222.97	424.19	204	190.65	191.78	91.38	447.52	204.89	177.84	94.84	434.65	224.8	235.11	106.19	436.64	260.39	225.4	87.1	416.06	230.96	243.28	92.7	434.68	259.38	168.43	137.95	466.62	247.58	172.77	158.64	481.93	263.86	168.51	184.34	422.54	305.85	149.94	166.61	370.41
221.092	115.06	0	160.34	379.2	234.06	0	168.55	470.88	246.36	0	135.34	743.45	355.1	0	132.09	681.02	355.02	0	160.41	805.45	269.34	0	165.76	811.53	313.54	0	153.66	815.24	213.25	0	168.02	735.77	208.67	0	161.05	769.82	221.3	6.74	8.26	0	0	0	0	0	0	0	0	5.37	4.34	0	0	0	0	0	0	0	0	0	0	0	0	0	6.61	0	0	0	0	0	9.48	0	0	9.4	0
220.1183	47.99	202.02	301.27	486.72	373.41	280.05	336.34	508.66	357.29	296.08	262.21	632.62	402.44	297.94	289.85	640.17	367.09	301.13	300.53	648.57	369.73	282.82	318.12	605.29	348.14	332.32	334.07	559.05	324.83	304.99	337.2	511.6	285.72	346.01	334.47	561.93	299.93	313.95	280.07	154.66	659.36	299.34	272.04	139.93	600.01	409.51	352.71	150.47	603.92	359.63	349.58	169.77	584.29	386.9	375.71	144.8	578.42	436.64	259.1	267.04	663.44	339.88	307.65	231.12	687.9	394.98	253.61	233.59	525.38	413.38	242.79	245.32	551.92
190.0862	104.62	365.8	442.26	716.13	448.52	428.59	489.73	672.16	487.29	521.29	406.23	1012.73	695.51	513.6	432.06	991.82	715.79	472.7	556	1276.68	615.43	514.05	583.21	1273.75	672.03	578.57	610.88	1118.8	615.61	563.15	655.33	1134.51	624.52	550.64	610.34	1091.76	607.58	673.83	627.73	342.2	1727.99	750.62	666.69	331.05	1384.79	762.54	613.85	253.07	1192.38	690.61	638.48	266.59	1115.44	727.42	628.28	255.87	1108.72	804.48	560.5	508.7	1350	730.75	576.26	520.96	1415.81	806.22	492.47	471.31	999.61	776.96	489.25	442.17	1033.65
380.25545	60.46	1465.3	2398.62	3747.98	2828.02	1931.83	2422.24	4099.18	3023.04	2604.7	2368.47	5546.03	3441.47	2732.02	2477.42	5221.05	3453.78	2541.85	2718.5	6051.78	3126.46	2496.94	2786.87	5995.05	3313.27	3157.7	3266.96	5435.96	2979.88	2939.88	3355.5	5274.98	2950.48	3028.55	3116.17	5342.84	3019.88	2929.85	2552.83	1329.34	5780.4	2851.66	2563.77	1466.95	5614.51	3634.82	3264.71	1399.59	5836.62	3468.6	3402.5	1454.77	5671.02	3599.15	3248.06	1453.57	5738.98	3679.35	2802.34	2652.09	6678.71	3751.21	2895.17	2568.69	6500.8	4094.2	2643.54	2480.79	5420.17	4000.12	2511.14	2364.87	5373.77
393.29911	60.24	5091.01	6294.61	10854.13	7499.65	6228.52	6796.05	11625.22	8386.07	7930.11	6758.02	17446.09	9055.59	7284.73	6963.19	15917.97	10157.52	6435.14	7621.85	20131.33	9190	6685.85	7078.49	20226.23	9541.55	8115.91	9608.19	15778.2	8462.77	8046.57	9342.2	15902	7964.37	8136.3	8861.81	15730.67	8296.08	8732.55	7474.87	6765.48	18665.98	8580.95	7301.19	6151.11	19058.38	10138.91	8609.42	6630.2	18612.52	10569.37	8954.48	6229.13	17399.23	9728.98	9310.43	6021.84	17707.95	9808.69	6891.98	7134.54	22452.2	10219.26	7409.56	6974.47	21816.86	11853.54	6928.15	5892.87	16473.34	11118.39	6222.17	6948.54	15505.95
248.03152	103.72	154.31	241.4	385.28	271.92	211.1	232.5	408.3	265.22	276.01	238.69	524.21	300.06	236.07	238.54	503.83	349.5	231.83	259.31	598.75	286.6	238.83	313.66	543.44	289.68	294.32	309.57	520.37	277.75	283.06	286.85	482.16	257.48	261.36	296.57	477.03	282.22	268.96	228.57	122.7	561	256.38	257.15	109.66	585.3	351.04	276.71	135.61	506.15	340.18	289.73	108.36	548.97	286.66	295.22	130.82	573.06	372.96	244.38	246.16	625.72	352.54	266.25	220.44	641.83	394.94	242.04	195.72	526.72	369.93	211.12	199.47	487
206.08117	107.65	139.08	159.87	251.3	166.29	168.64	169.69	253.22	173.18	174.48	167.87	336	218.47	193.37	171.08	309.09	264.91	203.45	220.4	402.65	268.58	198.74	202.02	414.16	237.79	225.58	224.14	344.92	211.71	234.04	242.25	392.15	253.19	231.1	231.04	357.71	233.36	232.56	223.18	127.43	512.41	291.08	231.72	142.78	474.21	272.39	240	111.99	373.95	271.07	256.2	128.53	381.99	240.67	227.77	101.76	355.48	282.94	224.75	179.81	440.03	292.58	234.21	208.1	421.87	286.72	193.16	173.47	370.54	293.48	192.12	186.93	352.31
206.08117	108.1	134.95	186.81	282.75	221.33	172.97	181.83	246.1	245.06	192.5	188.65	286.99	246.6	205.63	201.31	315.84	235.82	211.05	211.87	305.97	228.65	212.97	208.38	284.11	200.97	214.08	221.02	286.35	198.09	193.19	206.09	283.14	239.54	229.34	216.11	282.54	225.99	227.23	216.09	143.72	347.12	227.67	207.8	154.17	329.05	296.36	251.53	138.6	334.44	263.65	237.43	149.61	306.82	280.03	266.59	158.67	314.17	255.24	194.34	201.78	296.67	238.66	234.81	194.01	315.51	253.72	198.92	211.25	298.75	257.44	219.68	213.01	330.06
239.14951	26.62	63.53	160.65	641.63	342.43	147.52	189.78	458.34	266.13	161.33	105.88	1189.4	379.52	180.04	249.04	1372.94	454.69	194.46	346.29	1637.28	280.6	198.95	231.85	1431.42	374.79	413.93	365.31	1190.29	203.64	310.52	279.85	1434.44	267.63	300.2	267.83	1335.14	291.87	343.33	201	48.32	1582.63	355.5	242.94	50.78	1751.8	530.38	301.18	71.54	1711.46	478.74	395.4	70.22	1561.57	472.48	406.86	53.74	1183.13	487.2	229.63	256.53	2523.61	424.47	247.63	269.45	2112.17	601.86	114.12	160.89	1058.75	612.12	210.11	209.78	1263.3
140.99493	159.08	286.68	644.37	795.58	791.77	392.61	641.88	779.61	864.98	749.26	552.4	1725.49	1025.1	740.96	615.26	1696.81	996.47	608.99	692.21	1764.68	790.61	622.07	665.67	1736.73	828.04	612.25	685.56	1692.96	798.93	641.3	637.99	1608.34	824.53	581.72	708.67	1661.71	812.43	644.68	583.62	292.03	1701.01	575.85	603.3	326.23	1675.15	709.51	681.39	332.04	1653.22	717.66	698.11	314.13	1683.36	664.21	655.79	322.81	1675.3	743.41	625.34	330.78	1279.16	713.39	593.22	340.34	1409.3	835.25	536.69	561.27	1418.23	834.56	530.61	590.5	1339.37
119.03401	115.38	215.73	354.03	479.32	327.64	250.17	320.68	455.17	350.11	285.72	291.81	710.9	431.69	281.14	319.42	726.72	423.32	232.07	334.54	748.74	461.81	217.9	357.3	751.76	432.06	399.87	425.53	687.3	415.99	380.95	452.14	674.46	360.39	361.94	447.2	706.28	321.18	329.71	267.79	118.22	757.88	353.06	324.84	165.12	825.25	402.54	364.47	175.02	840.18	444.19	374.48	165.79	836.8	427.29	401.04	161.35	846.16	483.85	333.26	260.34	1010.24	497.89	308.67	334.15	1085	483.62	349.73	312.01	680.16	519.83	328.7	267.69	702.14
425.04438	85.27	30341.56	35440.53	47418.28	38163.94	34293	36939.03	47975.88	37698.16	38387.5	35239.5	61247.66	43881.88	39638.47	35567.84	58866.84	45018.28	50015.31	44164.25	64337.75	44537.81	47012.25	44282.25	65547.31	46101.5	46398.06	43269.38	56111.44	39947.56	46779.44	46079.19	55930.31	40434.28	46835.5	43006.69	57295.22	42196.34	44509.22	38353.41	23239.03	58495.81	42818.53	39045.63	24986.47	58811.94	47347.31	44327.53	24459.31	54773.94	48316.18	42839	25797.61	52451.47	47170.97	45133.97	24791.05	54207.44	48000.72	40563.91	32677.06	59296.72	46285.47	37720.16	33906.59	57480.22	50157.59	38287.03	32852.16	52094.13	49816.5	38887.28	32636.51	51013.97
209.09205	111.13	2715.42	3740.64	6393.5	4348.55	3536.06	3851.2	6396.39	4554.14	3686.59	3544.96	6772.01	4709.65	3807.03	3510.16	6067.46	4931.26	3947.25	4337.76	7051.5	4552.91	3961.28	4291.23	6831.59	4739.89	4388.3	4634.18	6762.71	4013.94	4635.66	4652.25	6246.85	4052.43	4293.42	4675.52	6542.48	3909.06	4092.64	3594.12	2003.66	5918.91	3874.94	3514.19	1957.34	5691.04	4637.26	4451.99	2043.34	6452.61	4659.59	4506.56	2043.28	6456.97	4589.4	4387.31	2037.01	6588.65	4706.5	3732.54	3204.21	6699.14	4403.36	3633.72	3206.95	6325.41	4946.41	3224.01	2780.86	5986.76	4882.16	3342.26	2868.7	5527.06
209.09205	112	14828.36	16815.8	26612.34	17717.53	15714.97	16938.34	26455.64	18731.75	17747.38	17522.59	23394.48	19815.53	17735.2	17122.91	23329.2	19363.4	17532.91	17663.86	26519.21	19316.28	16744.67	16594.59	25916.69	19070.69	18484.84	15894.09	21344.98	14689.88	18408.63	15595.69	20648.45	15221.35	16286.2	17971.86	19507.89	14154.67	20291.39	17127.19	10022.63	24669.09	20210.25	16263.23	11268.23	25474.62	21851.02	17277.84	11118.13	23300.2	20764.49	19086.31	10488.48	22983.23	21181.66	19056.42	10952.33	23076.02	19467.16	13418.5	13841.97	29459.91	18043.16	14558.62	14890.79	25973.35	17753.02	12151.43	11840.13	19752.28	17872.53	11603.72	11568.98	20517.38
188.07042	105.99	540.27	302.6	244.25	355.85	457.46	336	261.21	309.03	345.81	381.05	100.4	277.05	337.83	404.3	92.82	270.03	426.05	415.83	80.11	303.36	382.71	412.01	105.53	287.5	408.12	357.32	136.75	328.65	376.42	389.27	157.38	367.4	401.29	390.21	145.74	378.86	336.9	384.08	446.31	99.84	327.55	327.01	474.91	124.41	331.77	354.89	501.98	157.15	314.4	356.9	574.5	165.21	325.38	332.18	523.91	177.43	351.1	389.67	569.87	206.97	375.22	381.68	562.64	209.36	310.53	418.63	427.79	231.34	273.16	373.24	467.31	230.92
302.30549	16.66	374.47	183.82	123.53	171.57	285.5	187.09	145.29	185.75	194.35	236.5	38.99	154.47	159.6	223.3	35.36	180.46	259.58	256.82	60.9	207.7	283.58	225.86	58.99	218.03	273.45	201.39	101.43	232.88	256.56	248.57	81.6	231.1	254.96	224.1	95.13	229.56	277.7	291.4	391.02	96.68	252.19	263.17	377.36	102.36	246.01	221.59	306.66	82.88	202.1	229.85	338.45	123.23	233.68	233.98	336.55	98.96	291.65	279.24	459.08	132.73	255.69	315.81	385.1	151.66	173.82	286.68	249.92	143.31	210.2	299.41	261.18	151.84
205.09699	107.52	95.28	72.96	32.26	67.58	80.14	73.9	25.31	44.02	84.91	89.46	11.34	61.74	94.07	88.03	0	84.3	111.48	103.42	0	83.93	110.08	86.85	15.78	78.54	79.9	58.42	9.98	96.24	83.93	63.67	17.2	87.61	81.53	95.51	7.25	80.44	86.98	115.45	194.26	26.92	93.3	122.86	172.53	8.73	73.87	97.06	128.74	22.19	77.91	99.31	140.95	9.79	79.86	75.58	176.37	0	73.3	101.71	105.17	0	75.99	91.75	96.36	0	35.14	106.11	126.77	0	51.1	128.12	148.59	25.15
181.07197	146.67	107.4	269.82	444.52	270.96	315.73	292.29	386.97	237.16	270.16	295.99	455.17	334.37	316.1	259.85	469.04	299.69	292.24	294.77	503.69	292.42	358.13	286.9	486.27	267.57	310.25	297.52	428.55	257.99	322.58	314.72	406.16	287.91	354.67	331.34	403.3	269.08	339.12	266.88	164.17	439.34	286.45	203.86	120.47	430.62	348.14	309.06	135.15	510.39	331.24	290.5	169.4	428.87	347.63	271.4	140.79	408.21	414.98	304.9	256.09	551.68	365.88	270.44	249.88	465.21	469.38	285.81	231.29	448.16	396.44	261.03	222.22	392.48
345.07731	114.85	103.62	206.05	411.32	316.29	107.15	176	475.77	326.98	121.92	203.81	493.82	384.85	99.46	194.14	470.18	363.24	83.11	215.49	711.03	380.48	103.04	209.18	658.4	364.2	167.44	186.31	507.74	235.94	161.9	191.35	476.57	219.73	158.76	206.28	447.52	258.9	91.8	121.24	106.72	585.61	97.55	159.32	118.17	645.4	99.35	194.5	123.69	554.5	105.35	190.45	118.48	536.27	103.78	211.5	103.41	559.3	89.22	151.9	195.09	727.82	108.1	127.94	177.83	703.75	126.53	119.66	137.5	412.63	113.82	135.5	151.88	343.02
123.0445	124.95	968.45	1219.83	1690.1	1138.46	1109.15	1263.98	1803.55	1117.54	1185.17	1174.57	1986.32	1216.08	1168.72	1210.79	1929.74	1119.39	1180	1252.78	2228.81	1111.84	1157.46	1246.5	2199.19	1111.21	1339.9	1362.09	1947.18	956.65	1282.08	1326.45	2018.89	1104.75	1287.23	1285.4	2084.33	1059.22	1148.44	973.29	643.88	1652.69	1055.53	1017.83	676.45	1608.94	1277.94	1115.25	712.39	1523.25	1227.59	1123.54	631.69	1412.42	1190.93	1172.22	630.89	1460.75	1216.49	986.72	977.25	1964.19	1326.49	1010.66	999.35	1881.58	1318.04	921.61	835.53	1452.95	1346.15	929.41	934.21	1447.17
159.05125	32.22	3047.02	3877.33	5890.45	3628.32	3662.31	4313.46	5661.82	3961.4	3990.4	3928.43	6068.52	3966.78	4109.27	4078.31	5820.42	3945.26	4243.5	4485.31	6157.54	3636.49	4008.61	4499.04	5909.98	3868.38	4736.67	4573.38	5934.41	3507.13	4746.12	4567.31	5745.85	3565.77	4498.97	4742.96	5705.22	3557.51	3797.68	3313.53	2118.39	4965.94	3408.15	3163.41	2110.49	5076.6	4272.08	3785.62	2281.91	5042.18	4196.81	3921.69	2362.06	4694.04	3961.67	3914.62	2301.56	4690.3	4475.63	3515.01	3527.5	5800.79	4349.96	3418.69	3647.85	5170.54	4429.11	3277.96	3146.08	4823.08	4501.25	3298.97	3119.5	4636.94
516.29917	150.42	515.74	718.2	1159.41	800.87	633.68	672.27	1276.37	821.87	737.13	743.87	1672.55	943.93	803.6	661.37	1565.7	924.47	748.47	763.32	1904.74	845.74	703.63	829	1854.97	836.7	751.95	679.78	1359.75	577.69	754.97	651.85	1395.86	610.84	683.18	696.75	1250.5	556.13	842.19	663.67	357.4	1493.14	853.72	665.11	232.35	1521.63	955.52	856.3	311.37	1444.69	891.86	870.95	373.82	1403.7	982.43	895.98	376.08	1402.41	835.06	497.71	498.13	1720.12	816.52	558.43	489.81	1575.24	878.07	481.63	416.34	1060.61	874.21	516.56	396.86	1062.57
472.43677	78.75	357.62	374.92	592.91	218.14	362.41	404.75	517.62	232.46	475.47	432.96	697.48	320.96	531.31	456.78	705.51	350.86	371.61	325.07	994.2	263.21	369.86	392.52	1043.77	271.02	734.1	421.65	748.43	196.38	744.04	392.58	768.51	178.72	700.25	435.25	722	175.25	329.87	291.8	113.02	657.74	269.33	322.11	125.73	713	420.74	279.82	138.92	554.22	381.44	318.11	129.4	551.44	479.55	317.43	151.35	565.05	613.6	251.63	207.08	1197.92	555.97	241.61	213.77	1096.27	549.32	190.85	188.58	612.5	531.54	173.38	191.22	559.93
460.19325	40.71	2015.61	2465.32	2851.4	1937.09	2219.94	2358.71	2814.91	1937.2	2075.25	2047.55	2711.25	2548.44	2094.26	2093.9	2632.24	2585.05	1431.19	2116.31	3223.3	2362.19	1793.63	2199.58	3033.18	2614.33	2327.88	2472.39	2983.37	2329.93	2218.41	2486.84	2847.96	2324.8	2355.75	2445.39	2996.66	2327.78	2875.74	2422.71	1548.66	4158.44	2895.89	2470.9	1582.3	3403.18	2656.86	2424.1	1258.93	3297.85	2666.08	2325.03	1265.14	3086.35	2597.03	2556.46	1390.13	2781.88	2692.55	2398.06	2195.49	3680.62	2842.38	2240.22	2258.03	3273.49	2875.79	2021.47	1681.45	2900.49	2877.28	2021.76	1670.74	2772.72
183.0782	113.46	815.23	1156.94	1686.93	1177.36	1017.67	1024.19	1629.38	1288.32	1218.37	1246.03	1500.56	1197.15	1133.83	1122.5	1454.01	1226.68	762.12	1137.97	1636.57	1157.57	803.95	1027.69	1605.93	1355.96	1093.32	1200.77	1371.1	1049.05	1128.98	1164.86	1323.06	1095.38	1148.28	1163.27	1364.09	1082.86	1246.79	1061.65	566.37	1676.01	1313.55	1032.51	667.44	1708.62	1382.78	1175.84	665.94	1543.93	1383.55	1152.15	681.37	1464.56	1303.2	1271.33	750.59	1406.46	1434.22	1073.24	1101.01	1855.79	1421.19	1099.64	1093.63	1795.62	1436.46	1044.49	868.13	1505.5	1346.31	1001.36	904.04	1517
